Bowler,Venue,wickets_taken,runs_conceded,balls_bowled,economy_rate
J Botha,MA Chidambaram Stadium,1,45,36,7.5
J Botha,OUTsurance Oval,1,23,24,5.75
J Botha,Punjab Cricket Association Stadium,2,21,24,5.25
J Botha,Rajiv Gandhi International Stadium,3,72,66,6.545454545454546
J Botha,Sawai Mansingh Stadium,9,309,264,7.0227272727272725
J Botha,Subrata Roy Sahara Stadium,1,25,24,6.25
J Botha,Wankhede Stadium,0,46,30,9.2
J Little,Arun Jaitley Stadium,0,27,24,6.75
J Little,Eden Gardens,2,25,24,6.25
J Little,Narendra Modi Stadium,3,187,108,10.38888888888889
J Little,Punjab Cricket Association IS Bindra Stadium,3,31,24,7.75
J Little,Sawai Mansingh Stadium,1,24,24,6.0
J Suchith,Arun Jaitley Stadium,0,45,18,15.0
J Suchith,Brabourne Stadium,3,44,36,7.333333333333333
J Suchith,Dr DY Patil Sports Academy,1,28,24,7.0
J Suchith,Eden Gardens,0,31,12,15.5
J Suchith,MA Chidambaram Stadium,3,49,48,6.125
J Suchith,Punjab Cricket Association Stadium,1,33,24,8.25
J Suchith,Rajiv Gandhi International Stadium,2,14,18,4.666666666666667
J Suchith,Sardar Patel Stadium,0,31,24,7.75
J Suchith,Wankhede Stadium,9,306,192,9.5625
J Syed Mohammad,Eden Gardens,1,20,24,5.0
J Syed Mohammad,Feroz Shah Kotla,0,37,18,12.333333333333334
J Syed Mohammad,M Chinnaswamy Stadium,2,53,30,10.6
J Syed Mohammad,MA Chidambaram Stadium,5,79,60,7.9
J Syed Mohammad,Wankhede Stadium,2,81,48,10.125
J Theron,Eden Gardens,1,36,24,9.0
J Theron,Feroz Shah Kotla,1,11,12,5.5
J Theron,Himachal Pradesh Cricket Association Stadium,2,75,48,9.375
J Theron,Punjab Cricket Association Stadium,0,25,24,6.25
J Theron,Rajiv Gandhi International Stadium,1,29,24,7.25
J Theron,Sawai Mansingh Stadium,0,23,12,11.5
J Theron,Subrata Roy Sahara Stadium,2,37,24,9.25
J Theron,Wankhede Stadium,1,40,24,10.0
J Yadav,Arun Jaitley Stadium,0,62,42,8.857142857142858
J Yadav,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,0,26,24,6.5
J Yadav,Dubai International Cricket Stadium,1,43,42,6.142857142857143
J Yadav,Feroz Shah Kotla,1,74,72,6.166666666666667
J Yadav,MA Chidambaram Stadium,2,70,66,6.363636363636363
J Yadav,Rajiv Gandhi International Stadium,1,48,36,8.0
J Yadav,Shaheed Veer Narayan Singh International Stadium,2,72,66,6.545454545454546
J Yadav,Sharjah Cricket Stadium,2,48,36,8.0
JA Morkel,Brabourne Stadium,0,26,24,6.5
JA Morkel,Buffalo Park,2,24,18,8.0
JA Morkel,De Beers Diamond Oval,1,24,18,8.0
JA Morkel,Dr DY Patil Sports Academy,7,60,60,6.0
JA Morkel,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,20,12,10.0
JA Morkel,Dubai International Cricket Stadium,1,47,30,9.4
JA Morkel,Eden Gardens,4,118,108,6.555555555555555
JA Morkel,Feroz Shah Kotla,4,124,90,8.266666666666667
JA Morkel,Himachal Pradesh Cricket Association Stadium,2,76,45,10.133333333333333
JA Morkel,Kingsmead,3,83,66,7.545454545454546
JA Morkel,M Chinnaswamy Stadium,6,153,120,7.65
JA Morkel,MA Chidambaram Stadium,36,829,616,8.074675324675324
JA Morkel,Maharashtra Cricket Association Stadium,3,66,30,13.2
JA Morkel,Nehru Stadium,0,17,12,8.5
JA Morkel,New Wanderers Stadium,2,58,42,8.285714285714286
JA Morkel,Punjab Cricket Association Stadium,1,38,18,12.666666666666666
JA Morkel,Rajiv Gandhi International Stadium,3,37,24,9.25
JA Morkel,Sardar Patel Stadium,2,46,24,11.5
JA Morkel,Sawai Mansingh Stadium,1,50,42,7.142857142857143
JA Morkel,Shaheed Veer Narayan Singh International Stadium,2,56,36,9.333333333333334
JA Morkel,Sharjah Cricket Stadium,2,39,30,7.8
JA Morkel,St George's Park,4,43,36,7.166666666666667
JA Morkel,Subrata Roy Sahara Stadium,1,42,30,8.4
JA Morkel,SuperSport Park,3,96,60,9.6
JA Morkel,Wankhede Stadium,3,164,108,9.11111111111111
JA Richardson,Wankhede Stadium,3,117,66,10.636363636363637
JC Archer,Arun Jaitley Stadium,1,31,19,9.789473684210527
JC Archer,Dubai International Cricket Stadium,9,140,142,5.915492957746479
JC Archer,Eden Gardens,3,104,72,8.666666666666666
JC Archer,Holkar Cricket Stadium,1,43,22,11.727272727272728
JC Archer,M Chinnaswamy Stadium,0,33,24,8.25
JC Archer,MA Chidambaram Stadium,2,41,48,5.125
JC Archer,Punjab Cricket Association IS Bindra Stadium,3,74,48,9.25
JC Archer,Rajiv Gandhi International Stadium,0,42,24,10.5
JC Archer,Sawai Mansingh Stadium,12,309,258,7.186046511627907
JC Archer,Sharjah Cricket Stadium,4,96,72,8.0
JC Archer,Sheikh Zayed Stadium,7,133,120,6.65
JC Archer,Wankhede Stadium,7,132,96,8.25
JD Ryder,Dr DY Patil Sports Academy,5,83,68,7.323529411764706
JD Ryder,Feroz Shah Kotla,0,18,6,18.0
JD Ryder,Kingsmead,1,47,36,7.833333333333333
JD Ryder,M Chinnaswamy Stadium,0,20,12,10.0
JD Ryder,Newlands,4,43,42,6.142857142857143
JD Ryder,Punjab Cricket Association Stadium,0,12,12,6.0
JD Ryder,Sawai Mansingh Stadium,0,15,6,15.0
JD Ryder,Subrata Roy Sahara Stadium,1,25,18,8.333333333333334
JD Ryder,SuperSport Park,0,25,24,6.25
JD Ryder,Wankhede Stadium,0,15,12,7.5
JD Unadkat,Arun Jaitley Stadium,3,79,48,9.875
JD Unadkat,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,65,36,10.833333333333334
JD Unadkat,Brabourne Stadium,2,32,24,8.0
JD Unadkat,Dr DY Patil Sports Academy,2,48,24,12.0
JD Unadkat,Dubai International Cricket Stadium,6,211,138,9.173913043478262
JD Unadkat,Eden Gardens,9,322,206,9.378640776699028
JD Unadkat,Feroz Shah Kotla,9,222,157,8.484076433121018
JD Unadkat,Holkar Cricket Stadium,0,26,24,6.5
JD Unadkat,JSCA International Stadium Complex,0,27,24,6.75
JD Unadkat,M Chinnaswamy Stadium,7,290,204,8.529411764705882
JD Unadkat,M.Chinnaswamy Stadium,0,35,18,11.666666666666666
JD Unadkat,MA Chidambaram Stadium,1,54,24,13.5
JD Unadkat,Maharashtra Cricket Association Stadium,12,240,179,8.044692737430168
JD Unadkat,Nehru Stadium,2,25,24,6.25
JD Unadkat,Punjab Cricket Association IS Bindra Stadium,1,48,24,12.0
JD Unadkat,Punjab Cricket Association Stadium,1,3,12,1.5
JD Unadkat,Rajiv Gandhi International Stadium,9,103,84,7.357142857142857
JD Unadkat,Sawai Mansingh Stadium,12,424,262,9.709923664122138
JD Unadkat,Sharjah Cricket Stadium,3,138,90,9.2
JD Unadkat,Sheikh Zayed Stadium,3,63,42,9.0
JD Unadkat,Wankhede Stadium,12,358,246,8.731707317073171
JDP Oram,De Beers Diamond Oval,0,8,6,8.0
JDP Oram,Holkar Cricket Stadium,1,32,12,16.0
JDP Oram,Kingsmead,2,40,28,8.571428571428571
JDP Oram,M Chinnaswamy Stadium,2,49,48,6.125
JDP Oram,MA Chidambaram Stadium,4,85,48,10.625
JDP Oram,New Wanderers Stadium,0,28,11,15.272727272727273
JDP Oram,Newlands,2,30,24,7.5
JDP Oram,Punjab Cricket Association Stadium,0,37,24,9.25
JDP Oram,Rajiv Gandhi International Stadium,0,13,12,6.5
JDP Oram,SuperSport Park,2,27,24,6.75
JDS Neesham,Arun Jaitley Stadium,0,26,12,13.0
JDS Neesham,Dr DY Patil Sports Academy,0,29,18,9.666666666666666
JDS Neesham,Dubai International Cricket Stadium,1,56,36,9.333333333333334
JDS Neesham,Punjab Cricket Association Stadium,0,14,6,14.0
JDS Neesham,Sharjah Cricket Stadium,4,74,60,7.4
JDS Neesham,Sheikh Zayed Stadium,1,107,66,9.727272727272727
JDS Neesham,Zayed Cricket Stadium,2,28,18,9.333333333333334
JE Root,Eden Gardens,0,14,12,7.0
JE Taylor,Dr DY Patil Sports Academy,2,61,48,7.625
JE Taylor,M Chinnaswamy Stadium,1,44,24,11.0
JE Taylor,MA Chidambaram Stadium,3,30,24,7.5
JE Taylor,Sawai Mansingh Stadium,0,22,21,6.285714285714286
JEC Franklin,Eden Gardens,2,35,24,8.75
JEC Franklin,Feroz Shah Kotla,0,9,6,9.0
JEC Franklin,M Chinnaswamy Stadium,1,21,12,10.5
JEC Franklin,MA Chidambaram Stadium,1,18,12,9.0
JEC Franklin,Punjab Cricket Association Stadium,1,5,6,5.0
JEC Franklin,Sawai Mansingh Stadium,0,6,6,6.0
JEC Franklin,Subrata Roy Sahara Stadium,0,20,18,6.666666666666667
JEC Franklin,Wankhede Stadium,4,106,67,9.492537313432836
JH Kallis,Barabati Stadium,0,54,30,10.8
JH Kallis,Brabourne Stadium,1,35,24,8.75
JH Kallis,Dr DY Patil Sports Academy,2,46,36,7.666666666666667
JH Kallis,Dubai International Cricket Stadium,1,15,12,7.5
JH Kallis,Eden Gardens,12,341,270,7.5777777777777775
JH Kallis,Feroz Shah Kotla,6,134,102,7.882352941176471
JH Kallis,JSCA International Stadium Complex,4,75,54,8.333333333333334
JH Kallis,Kingsmead,4,88,66,8.0
JH Kallis,M Chinnaswamy Stadium,14,437,330,7.945454545454545
JH Kallis,MA Chidambaram Stadium,6,175,132,7.954545454545454
JH Kallis,Nehru Stadium,1,21,18,7.0
JH Kallis,New Wanderers Stadium,2,90,96,5.625
JH Kallis,Newlands,0,19,12,9.5
JH Kallis,Punjab Cricket Association Stadium,4,92,66,8.363636363636363
JH Kallis,Rajiv Gandhi International Stadium,1,44,26,10.153846153846155
JH Kallis,Sawai Mansingh Stadium,3,152,120,7.6
JH Kallis,Shaheed Veer Narayan Singh International Stadium,1,29,18,9.666666666666666
JH Kallis,Sharjah Cricket Stadium,1,26,24,6.5
JH Kallis,Sheikh Zayed Stadium,1,55,42,7.857142857142857
JH Kallis,St George's Park,0,88,48,11.0
JH Kallis,Subrata Roy Sahara Stadium,4,51,48,6.375
JH Kallis,SuperSport Park,1,68,54,7.555555555555555
JH Kallis,Vidarbha Cricket Association Stadium,0,40,24,10.0
JH Kallis,Wankhede Stadium,5,114,84,8.142857142857142
JJ Bumrah,Arun Jaitley Stadium,6,118,96,7.375
JJ Bumrah,Barabati Stadium,0,23,18,7.666666666666667
JJ Bumrah,Brabourne Stadium,0,155,90,10.333333333333334
JJ Bumrah,Dr DY Patil Sports Academy,9,83,96,5.1875
JJ Bumrah,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,3,61,60,6.1
JJ Bumrah,Dubai International Cricket Stadium,13,142,132,6.454545454545454
JJ Bumrah,Eden Gardens,3,131,84,9.357142857142858
JJ Bumrah,Feroz Shah Kotla,2,141,72,11.75
JJ Bumrah,Green Park,1,42,24,10.5
JJ Bumrah,Holkar Cricket Stadium,2,49,48,6.125
JJ Bumrah,M Chinnaswamy Stadium,9,145,114,7.631578947368421
JJ Bumrah,M.Chinnaswamy Stadium,5,42,48,5.25
JJ Bumrah,MA Chidambaram Stadium,7,162,156,6.230769230769231
JJ Bumrah,Maharashtra Cricket Association Stadium,4,168,138,7.304347826086956
JJ Bumrah,Punjab Cricket Association IS Bindra Stadium,3,49,46,6.391304347826087
JJ Bumrah,Punjab Cricket Association Stadium,3,31,24,7.75
JJ Bumrah,Rajiv Gandhi International Stadium,8,154,152,6.078947368421053
JJ Bumrah,Sardar Patel Stadium,0,23,18,7.666666666666667
JJ Bumrah,Sawai Mansingh Stadium,3,49,48,6.125
JJ Bumrah,Sharjah Cricket Stadium,7,109,96,6.8125
JJ Bumrah,Sheikh Zayed Stadium,13,213,192,6.65625
JJ Bumrah,Wankhede Stadium,41,1054,822,7.693430656934306
JJ Bumrah,Zayed Cricket Stadium,7,106,72,8.833333333333334
JJ van der Wath,Himachal Pradesh Cricket Association Stadium,0,50,24,12.5
JJ van der Wath,MA Chidambaram Stadium,2,49,24,12.25
JJ van der Wath,Rajiv Gandhi International Stadium,1,30,24,7.5
JL Pattinson,Sharjah Cricket Stadium,2,58,42,8.285714285714286
JL Pattinson,Sheikh Zayed Stadium,9,211,147,8.612244897959183
JM Kemp,Eden Gardens,3,12,18,4.0
JM Kemp,Feroz Shah Kotla,0,14,6,14.0
JM Kemp,Himachal Pradesh Cricket Association Stadium,0,12,6,12.0
JM Kemp,MA Chidambaram Stadium,0,15,13,6.923076923076923
JO Holder,Barsapara Cricket Stadium,2,57,42,8.142857142857142
JO Holder,Brabourne Stadium,2,46,36,7.666666666666667
JO Holder,Dr DY Patil Sports Academy,6,134,96,8.375
JO Holder,Dubai International Cricket Stadium,9,198,143,8.307692307692308
JO Holder,Eden Gardens,1,56,36,9.333333333333334
JO Holder,Feroz Shah Kotla,3,68,48,8.5
JO Holder,Green Park,0,14,12,7.0
JO Holder,M Chinnaswamy Stadium,0,52,30,10.4
JO Holder,MA Chidambaram Stadium,4,167,114,8.789473684210526
JO Holder,Maharashtra Cricket Association Stadium,5,80,45,10.666666666666666
JO Holder,Rajiv Gandhi International Stadium,2,44,36,7.333333333333333
JO Holder,Sawai Mansingh Stadium,3,107,72,8.916666666666666
JO Holder,Sharjah Cricket Stadium,10,98,96,6.125
JO Holder,Sheikh Zayed Stadium,4,75,48,9.375
JO Holder,Wankhede Stadium,3,186,93,12.0
JO Holder,Zayed Cricket Stadium,5,79,48,9.875
JP Behrendorff,Arun Jaitley Stadium,4,23,18,7.666666666666667
JP Behrendorff,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2,30,24,7.5
JP Behrendorff,M Chinnaswamy Stadium,0,37,18,12.333333333333334
JP Behrendorff,MA Chidambaram Stadium,0,21,18,7.0
JP Behrendorff,Narendra Modi Stadium,1,65,48,8.125
JP Behrendorff,Rajiv Gandhi International Stadium,4,65,48,8.125
JP Behrendorff,Wankhede Stadium,11,311,192,9.71875
JP Duminy,Barabati Stadium,0,26,18,8.666666666666666
JP Duminy,Buffalo Park,1,15,24,3.75
JP Duminy,Dr DY Patil Sports Academy,1,19,12,9.5
JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4,17,18,5.666666666666667
JP Duminy,Dubai International Cricket Stadium,0,44,30,8.8
JP Duminy,Eden Gardens,1,61,33,11.090909090909092
JP Duminy,Feroz Shah Kotla,4,143,108,7.944444444444445
JP Duminy,Himachal Pradesh Cricket Association Stadium,1,23,24,5.75
JP Duminy,Holkar Cricket Stadium,0,8,6,8.0
JP Duminy,Kingsmead,1,40,36,6.666666666666667
JP Duminy,M Chinnaswamy Stadium,0,25,24,6.25
JP Duminy,M.Chinnaswamy Stadium,0,28,12,14.0
JP Duminy,MA Chidambaram Stadium,1,36,30,7.2
JP Duminy,Maharashtra Cricket Association Stadium,2,16,12,8.0
JP Duminy,Punjab Cricket Association Stadium,1,30,30,6.0
JP Duminy,Rajiv Gandhi International Stadium,0,86,54,9.555555555555555
JP Duminy,Sardar Patel Stadium,1,25,18,8.333333333333334
JP Duminy,Saurashtra Cricket Association Stadium,0,14,12,7.0
JP Duminy,Shaheed Veer Narayan Singh International Stadium,1,25,18,8.333333333333334
JP Duminy,Sharjah Cricket Stadium,0,23,30,4.6
JP Duminy,Sheikh Zayed Stadium,0,26,24,6.5
JP Duminy,St George's Park,0,9,12,4.5
JP Duminy,Subrata Roy Sahara Stadium,0,24,18,8.0
JP Duminy,SuperSport Park,2,29,33,5.2727272727272725
JP Duminy,Wankhede Stadium,2,42,42,6.0
JP Faulkner,Brabourne Stadium,4,104,72,8.666666666666666
JP Faulkner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,20,12,10.0
JP Faulkner,Dubai International Cricket Stadium,1,38,18,12.666666666666666
JP Faulkner,Eden Gardens,2,90,72,7.5
JP Faulkner,Feroz Shah Kotla,5,167,99,10.121212121212121
JP Faulkner,Green Park,3,63,36,10.5
JP Faulkner,JSCA International Stadium Complex,1,37,22,10.090909090909092
JP Faulkner,M Chinnaswamy Stadium,4,78,66,7.090909090909091
JP Faulkner,MA Chidambaram Stadium,4,60,48,7.5
JP Faulkner,Maharashtra Cricket Association Stadium,5,120,77,9.35064935064935
JP Faulkner,Punjab Cricket Association IS Bindra Stadium,0,82,48,10.25
JP Faulkner,Punjab Cricket Association Stadium,2,76,42,10.857142857142858
JP Faulkner,Rajiv Gandhi International Stadium,5,16,24,4.0
JP Faulkner,Sardar Patel Stadium,5,172,132,7.818181818181818
JP Faulkner,Saurashtra Cricket Association Stadium,0,43,30,8.6
JP Faulkner,Sawai Mansingh Stadium,16,245,187,7.860962566844919
JP Faulkner,Sharjah Cricket Stadium,1,45,22,12.272727272727273
JP Faulkner,Sheikh Zayed Stadium,0,27,18,9.0
JP Faulkner,Subrata Roy Sahara Stadium,3,48,48,6.0
JP Faulkner,Wankhede Stadium,5,126,70,10.8
JPR Scantlebury-Searles,Eden Gardens,0,13,6,13.0
JPR Scantlebury-Searles,Holkar Cricket Stadium,1,52,24,13.0
JPR Scantlebury-Searles,Rajiv Gandhi International Stadium,1,24,12,12.0
JR Hazlewood,Arun Jaitley Stadium,1,29,18,9.666666666666666
JR Hazlewood,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2,15,18,5.0
JR Hazlewood,Brabourne Stadium,0,131,63,12.476190476190476
JR Hazlewood,Dr DY Patil Sports Academy,5,58,48,7.25
JR Hazlewood,Dubai International Cricket Stadium,6,169,138,7.3478260869565215
JR Hazlewood,Eden Gardens,3,43,24,10.75
JR Hazlewood,Maharashtra Cricket Association Stadium,4,38,48,4.75
JR Hazlewood,Narendra Modi Stadium,2,23,24,5.75
JR Hazlewood,Sharjah Cricket Stadium,3,75,60,7.5
JR Hazlewood,Sheikh Zayed Stadium,1,19,24,4.75
JR Hazlewood,Wankhede Stadium,7,116,90,7.733333333333333
JR Hazlewood,Zayed Cricket Stadium,2,94,48,11.75
JR Hopes,Dr DY Patil Sports Academy,1,26,24,6.5
JR Hopes,Eden Gardens,1,23,12,11.5
JR Hopes,Feroz Shah Kotla,6,131,102,7.705882352941177
JR Hopes,Himachal Pradesh Cricket Association Stadium,0,27,18,9.0
JR Hopes,M Chinnaswamy Stadium,0,10,6,10.0
JR Hopes,MA Chidambaram Stadium,0,52,36,8.666666666666666
JR Hopes,Punjab Cricket Association Stadium,3,139,72,11.583333333333334
JR Hopes,Rajiv Gandhi International Stadium,1,29,18,9.666666666666666
JR Hopes,Sawai Mansingh Stadium,1,33,24,8.25
JR Hopes,Wankhede Stadium,1,78,48,9.75
JW Hastings,Eden Gardens,2,37,40,5.55
JW Hastings,JSCA International Stadium Complex,1,29,18,9.666666666666666
Jalaj S Saxena,Wankhede Stadium,0,27,18,9.0
Jaskaran Singh,Barabati Stadium,1,12,6,12.0
Jaskaran Singh,Brabourne Stadium,0,28,12,14.0
Jaskaran Singh,Dr DY Patil Sports Academy,3,65,42,9.285714285714286
Jaskaran Singh,Eden Gardens,2,18,18,6.0
Jaskaran Singh,MA Chidambaram Stadium,0,16,6,16.0
Jaskaran Singh,SuperSport Park,0,32,18,10.666666666666666
Joginder Sharma,Brabourne Stadium,1,23,12,11.5
Joginder Sharma,Feroz Shah Kotla,1,43,24,10.75
Joginder Sharma,Kingsmead,0,22,12,11.0
Joginder Sharma,M Chinnaswamy Stadium,2,27,22,7.363636363636364
Joginder Sharma,MA Chidambaram Stadium,5,141,84,10.071428571428571
Joginder Sharma,Newlands,1,25,24,6.25
Joginder Sharma,Punjab Cricket Association Stadium,1,47,24,11.75
Joginder Sharma,Sardar Patel Stadium,0,23,12,11.5
Joginder Sharma,St George's Park,1,10,6,10.0
Joginder Sharma,Wankhede Stadium,1,58,36,9.666666666666666
K Goel,Brabourne Stadium,0,7,6,7.0
K Goel,Kingsmead,0,22,18,7.333333333333333
K Goel,Punjab Cricket Association Stadium,0,25,12,12.5
K Goel,SuperSport Park,0,39,30,7.8
K Gowtham,Arun Jaitley Stadium,0,43,36,7.166666666666667
K Gowtham,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2,64,60,6.4
K Gowtham,Dr DY Patil Sports Academy,2,46,36,7.666666666666667
K Gowtham,Eden Gardens,3,73,54,8.11111111111111
K Gowtham,Holkar Cricket Stadium,1,18,18,6.0
K Gowtham,M.Chinnaswamy Stadium,1,36,24,9.0
K Gowtham,MA Chidambaram Stadium,0,41,24,10.25
K Gowtham,Maharashtra Cricket Association Stadium,0,35,18,11.666666666666666
K Gowtham,Rajiv Gandhi International Stadium,0,34,18,11.333333333333334
K Gowtham,Sawai Mansingh Stadium,9,190,174,6.551724137931035
K Gowtham,Sheikh Zayed Stadium,1,45,24,11.25
K Gowtham,Wankhede Stadium,3,115,66,10.454545454545455
K Kartikeya,Brabourne Stadium,0,29,18,9.666666666666666
K Kartikeya,Dr DY Patil Sports Academy,3,51,42,7.285714285714286
K Kartikeya,Narendra Modi Stadium,1,54,36,9.0
K Kartikeya,Punjab Cricket Association IS Bindra Stadium,0,24,18,8.0
K Kartikeya,Wankhede Stadium,6,171,120,8.55
K Khejroliya,Arun Jaitley Stadium,0,20,8,15.0
K Khejroliya,Eden Gardens,2,78,41,11.414634146341465
K Khejroliya,M.Chinnaswamy Stadium,3,102,66,9.272727272727273
K Rabada,Arun Jaitley Stadium,8,150,115,7.826086956521738
K Rabada,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2,34,24,8.5
K Rabada,Brabourne Stadium,6,119,84,8.5
K Rabada,Dr DY Patil Sports Academy,6,86,66,7.818181818181818
K Rabada,Dubai International Cricket Stadium,15,378,270,8.4
K Rabada,Eden Gardens,4,62,44,8.454545454545455
K Rabada,Feroz Shah Kotla,4,120,72,10.0
K Rabada,Himachal Pradesh Cricket Association Stadium,2,76,42,10.857142857142858
K Rabada,M.Chinnaswamy Stadium,4,21,24,5.25
K Rabada,MA Chidambaram Stadium,1,59,42,8.428571428571429
K Rabada,Maharashtra Cricket Association Stadium,6,67,48,8.375
K Rabada,Narendra Modi Stadium,4,105,72,8.75
K Rabada,Punjab Cricket Association IS Bindra Stadium,6,139,84,9.928571428571429
K Rabada,Rajiv Gandhi International Stadium,4,22,23,5.739130434782608
K Rabada,Sawai Mansingh Stadium,3,37,24,9.25
K Rabada,Sharjah Cricket Stadium,8,204,136,9.0
K Rabada,Sheikh Zayed Stadium,12,141,120,7.05
K Rabada,Wankhede Stadium,12,260,186,8.387096774193548
K Rabada,Zayed Cricket Stadium,1,26,24,6.5
K Santokie,Punjab Cricket Association Stadium,1,40,24,10.0
K Santokie,Sardar Patel Stadium,2,50,24,12.5
K Upadhyay,Sawai Mansingh Stadium,0,29,18,9.666666666666666
K Upadhyay,Subrata Roy Sahara Stadium,0,52,36,8.666666666666666
K Yadav,Sawai Mansingh Stadium,2,68,42,9.714285714285714
K Yadav,Sharjah Cricket Stadium,0,16,12,8.0
KA Jamieson,Dubai International Cricket Stadium,0,22,12,11.0
KA Jamieson,MA Chidambaram Stadium,5,98,60,9.8
KA Jamieson,Narendra Modi Stadium,3,64,42,9.142857142857142
KA Jamieson,Wankhede Stadium,1,59,42,8.428571428571429
KA Jamieson,Zayed Cricket Stadium,0,26,12,13.0
KA Pollard,Arun Jaitley Stadium,2,12,12,6.0
KA Pollard,Barabati Stadium,0,7,6,7.0
KA Pollard,Brabourne Stadium,4,108,90,7.2
KA Pollard,Dr DY Patil Sports Academy,9,198,126,9.428571428571429
KA Pollard,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,56,36,9.333333333333334
KA Pollard,Dubai International Cricket Stadium,1,110,72,9.166666666666666
KA Pollard,Eden Gardens,5,106,78,8.153846153846153
KA Pollard,Feroz Shah Kotla,2,140,90,9.333333333333334
KA Pollard,Himachal Pradesh Cricket Association Stadium,1,22,12,11.0
KA Pollard,M Chinnaswamy Stadium,8,145,102,8.529411764705882
KA Pollard,MA Chidambaram Stadium,8,148,121,7.338842975206611
KA Pollard,Maharashtra Cricket Association Stadium,0,54,29,11.172413793103448
KA Pollard,Punjab Cricket Association IS Bindra Stadium,0,25,12,12.5
KA Pollard,Punjab Cricket Association Stadium,1,54,42,7.714285714285714
KA Pollard,Rajiv Gandhi International Stadium,4,55,36,9.166666666666666
KA Pollard,Sardar Patel Stadium,0,11,6,11.0
KA Pollard,Sawai Mansingh Stadium,4,88,54,9.777777777777779
KA Pollard,Sharjah Cricket Stadium,0,42,42,6.0
KA Pollard,Sheikh Zayed Stadium,3,97,66,8.818181818181818
KA Pollard,Wankhede Stadium,25,655,432,9.097222222222221
