Batter,Venue,total_runs,balls_faced,strike_rate
SM Curran,Dubai International Cricket Stadium,60,43,139.53488372093022
SM Curran,Eden Gardens,4,9,44.44444444444444
SM Curran,Himachal Pradesh Cricket Association Stadium,60,36,166.66666666666669
SM Curran,MA Chidambaram Stadium,29,21,138.0952380952381
SM Curran,Punjab Cricket Association IS Bindra Stadium,166,108,153.7037037037037
SM Curran,Rajiv Gandhi International Stadium,22,15,146.66666666666666
SM Curran,Sharjah Cricket Stadium,69,56,123.21428571428572
SM Curran,Sheikh Zayed Stadium,57,42,135.71428571428572
SM Curran,Wankhede Stadium,115,56,205.35714285714283
SM Curran,Zayed Cricket Stadium,4,4,100.0
SM Harwood,De Beers Diamond Oval,6,6,100.0
SM Harwood,St George's Park,3,7,42.857142857142854
SM Katich,De Beers Diamond Oval,9,11,81.81818181818183
SM Katich,Kingsmead,21,31,67.74193548387096
SM Katich,New Wanderers Stadium,11,10,110.00000000000001
SM Katich,OUTsurance Oval,20,10,200.0
SM Katich,Punjab Cricket Association Stadium,96,68,141.1764705882353
SM Katich,St George's Park,34,28,121.42857142857142
SM Katich,SuperSport Park,50,27,185.1851851851852
SM Pollock,Dr DY Patil Sports Academy,64,46,139.1304347826087
SM Pollock,Feroz Shah Kotla,16,15,106.66666666666667
SM Pollock,MA Chidambaram Stadium,17,15,113.33333333333333
SM Pollock,Punjab Cricket Association Stadium,22,21,104.76190476190477
SM Pollock,Sawai Mansingh Stadium,0,1,0.0
SM Pollock,Wankhede Stadium,28,13,215.3846153846154
SMSM Senanayake,Eden Gardens,7,13,53.84615384615385
SMSM Senanayake,JSCA International Stadium Complex,2,1,200.0
SMSM Senanayake,Punjab Cricket Association Stadium,1,2,50.0
SN Khan,Arun Jaitley Stadium,50,52,96.15384615384616
SN Khan,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,4,8,50.0
SN Khan,Brabourne Stadium,12,13,92.3076923076923
SN Khan,Dr DY Patil Sports Academy,68,44,154.54545454545453
SN Khan,Dubai International Cricket Stadium,14,12,116.66666666666667
SN Khan,Eden Gardens,19,23,82.6086956521739
SN Khan,JSCA International Stadium Complex,31,21,147.61904761904762
SN Khan,M Chinnaswamy Stadium,58,26,223.0769230769231
SN Khan,M.Chinnaswamy Stadium,22,9,244.44444444444446
SN Khan,MA Chidambaram Stadium,75,65,115.38461538461537
SN Khan,Maharashtra Cricket Association Stadium,3,2,150.0
SN Khan,Punjab Cricket Association IS Bindra Stadium,54,42,128.57142857142858
SN Khan,Punjab Cricket Association Stadium,4,6,66.66666666666666
SN Khan,Rajiv Gandhi International Stadium,10,9,111.11111111111111
SN Khan,Sawai Mansingh Stadium,53,37,143.24324324324326
SN Khan,Sharjah Cricket Stadium,0,1,0.0
SN Khan,Sheikh Zayed Stadium,7,8,87.5
SN Khan,Wankhede Stadium,44,34,129.41176470588235
SN Thakur,Brabourne Stadium,51,22,231.81818181818184
SN Thakur,Dr DY Patil Sports Academy,27,23,117.3913043478261
SN Thakur,Dubai International Cricket Stadium,2,3,66.66666666666666
SN Thakur,Eden Gardens,84,49,171.42857142857142
SN Thakur,Feroz Shah Kotla,7,6,116.66666666666667
SN Thakur,M Chinnaswamy Stadium,0,1,0.0
SN Thakur,Maharashtra Cricket Association Stadium,2,5,40.0
SN Thakur,Narendra Modi Stadium,0,1,0.0
SN Thakur,Punjab Cricket Association IS Bindra Stadium,8,3,266.66666666666663
SN Thakur,Rajiv Gandhi International Stadium,10,9,111.11111111111111
SN Thakur,Saurashtra Cricket Association Stadium,0,1,0.0
SN Thakur,Sharjah Cricket Stadium,11,20,55.00000000000001
SN Thakur,Wankhede Stadium,81,58,139.6551724137931
SN Thakur,Zayed Cricket Stadium,3,2,150.0
SO Hetmyer,Barsapara Cricket Stadium,75,38,197.36842105263156
SO Hetmyer,Brabourne Stadium,32,20,160.0
SO Hetmyer,Dr DY Patil Sports Academy,70,45,155.55555555555557
SO Hetmyer,Dubai International Cricket Stadium,147,108,136.11111111111111
SO Hetmyer,Eden Gardens,4,7,57.14285714285714
SO Hetmyer,Himachal Pradesh Cricket Association Stadium,46,28,164.28571428571428
SO Hetmyer,M Chinnaswamy Stadium,3,9,33.33333333333333
SO Hetmyer,M.Chinnaswamy Stadium,80,53,150.9433962264151
SO Hetmyer,MA Chidambaram Stadium,44,28,157.14285714285714
SO Hetmyer,Maharashtra Cricket Association Stadium,35,20,175.0
SO Hetmyer,Narendra Modi Stadium,138,71,194.3661971830986
SO Hetmyer,Rajiv Gandhi International Stadium,31,25,124.0
SO Hetmyer,Sawai Mansingh Stadium,60,61,98.36065573770492
SO Hetmyer,Sharjah Cricket Stadium,88,51,172.54901960784315
SO Hetmyer,Sheikh Zayed Stadium,73,38,192.10526315789474
SO Hetmyer,Wankhede Stadium,168,106,158.49056603773585
SO Hetmyer,Zayed Cricket Stadium,28,16,175.0
SP Fleming,Eden Gardens,32,20,160.0
SP Fleming,Feroz Shah Kotla,44,28,157.14285714285714
SP Fleming,MA Chidambaram Stadium,80,74,108.10810810810811
SP Fleming,Rajiv Gandhi International Stadium,14,9,155.55555555555557
SP Fleming,Sawai Mansingh Stadium,0,2,0.0
SP Fleming,Wankhede Stadium,26,29,89.65517241379311
SP Goswami,Dr DY Patil Sports Academy,6,3,200.0
SP Goswami,Eden Gardens,33,35,94.28571428571428
SP Goswami,Feroz Shah Kotla,22,20,110.00000000000001
SP Goswami,Kingsmead,53,60,88.33333333333333
SP Goswami,M Chinnaswamy Stadium,72,66,109.09090909090908
SP Goswami,MA Chidambaram Stadium,10,19,52.63157894736842
SP Goswami,Rajiv Gandhi International Stadium,38,28,135.71428571428572
SP Goswami,Sawai Mansingh Stadium,42,41,102.4390243902439
SP Goswami,Sheikh Zayed Stadium,0,4,0.0
SP Goswami,Wankhede Stadium,17,17,100.0
SP Jackson,Brabourne Stadium,15,15,100.0
SP Jackson,Dr DY Patil Sports Academy,5,8,62.5
SP Jackson,Eden Gardens,22,14,157.14285714285714
SP Jackson,Rajiv Gandhi International Stadium,16,17,94.11764705882352
SP Jackson,Wankhede Stadium,3,3,100.0
SP Narine,Arun Jaitley Stadium,30,15,200.0
SP Narine,Brabourne Stadium,10,4,250.0
SP Narine,Dr DY Patil Sports Academy,38,21,180.95238095238096
SP Narine,Dubai International Cricket Stadium,27,28,96.42857142857143
SP Narine,Eden Gardens,346,215,160.93023255813955
SP Narine,Feroz Shah Kotla,6,7,85.71428571428571
SP Narine,Green Park,2,7,28.57142857142857
SP Narine,Holkar Cricket Stadium,75,36,208.33333333333334
SP Narine,JSCA International Stadium Complex,1,1,100.0
SP Narine,M Chinnaswamy Stadium,67,32,209.375
SP Narine,M.Chinnaswamy Stadium,37,26,142.30769230769232
SP Narine,MA Chidambaram Stadium,18,9,200.0
SP Narine,Maharashtra Cricket Association Stadium,39,25,156.0
SP Narine,Narendra Modi Stadium,0,6,0.0
SP Narine,Punjab Cricket Association IS Bindra Stadium,25,12,208.33333333333334
SP Narine,Punjab Cricket Association Stadium,1,2,50.0
SP Narine,Rajiv Gandhi International Stadium,57,26,219.23076923076925
SP Narine,Sawai Mansingh Stadium,84,53,158.49056603773585
SP Narine,Sharjah Cricket Stadium,56,35,160.0
SP Narine,Sheikh Zayed Stadium,96,61,157.37704918032787
SP Narine,Wankhede Stadium,30,31,96.7741935483871
SP Narine,Zayed Cricket Stadium,0,1,0.0
SPD Smith,Barabati Stadium,47,26,180.76923076923077
SPD Smith,Brabourne Stadium,82,51,160.7843137254902
SPD Smith,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,13,10,130.0
SPD Smith,Dubai International Cricket Stadium,108,90,120.0
SPD Smith,Eden Gardens,25,30,83.33333333333334
SPD Smith,Feroz Shah Kotla,82,54,151.85185185185185
SPD Smith,Holkar Cricket Stadium,26,27,96.29629629629629
SPD Smith,JSCA International Stadium Complex,9,8,112.5
SPD Smith,M Chinnaswamy Stadium,132,89,148.31460674157304
SPD Smith,MA Chidambaram Stadium,127,101,125.74257425742574
SPD Smith,Maharashtra Cricket Association Stadium,469,332,141.26506024096386
SPD Smith,Narendra Modi Stadium,28,27,103.7037037037037
SPD Smith,Punjab Cricket Association IS Bindra Stadium,38,26,146.15384615384613
SPD Smith,Punjab Cricket Association Stadium,19,22,86.36363636363636
SPD Smith,Rajiv Gandhi International Stadium,131,125,104.80000000000001
SPD Smith,Sardar Patel Stadium,141,121,116.5289256198347
SPD Smith,Saurashtra Cricket Association Stadium,48,34,141.1764705882353
SPD Smith,Sawai Mansingh Stadium,314,252,124.60317460317461
SPD Smith,Shaheed Veer Narayan Singh International Stadium,17,8,212.5
SPD Smith,Sharjah Cricket Stadium,218,148,147.2972972972973
SPD Smith,Sheikh Zayed Stadium,79,74,106.75675675675676
SPD Smith,Subrata Roy Sahara Stadium,178,142,125.35211267605635
SPD Smith,Wankhede Stadium,101,93,108.6021505376344
SR Tendulkar,Brabourne Stadium,261,199,131.15577889447238
SR Tendulkar,Buffalo Park,49,44,111.36363636363636
SR Tendulkar,Dr DY Patil Sports Academy,136,119,114.28571428571428
SR Tendulkar,Eden Gardens,42,35,120.0
SR Tendulkar,Feroz Shah Kotla,188,152,123.6842105263158
SR Tendulkar,Kingsmead,77,61,126.22950819672131
SR Tendulkar,M Chinnaswamy Stadium,148,138,107.24637681159422
SR Tendulkar,MA Chidambaram Stadium,101,75,134.66666666666666
SR Tendulkar,New Wanderers Stadium,11,11,100.0
SR Tendulkar,Newlands,59,49,120.40816326530613
SR Tendulkar,Punjab Cricket Association Stadium,69,63,109.52380952380953
SR Tendulkar,Rajiv Gandhi International Stadium,65,55,118.18181818181819
SR Tendulkar,Sawai Mansingh Stadium,185,154,120.12987012987013
SR Tendulkar,St George's Park,79,62,127.41935483870968
SR Tendulkar,Subrata Roy Sahara Stadium,49,48,102.08333333333333
SR Tendulkar,SuperSport Park,89,72,123.61111111111111
SR Tendulkar,Wankhede Stadium,726,604,120.19867549668875
SR Watson,Arun Jaitley Stadium,58,49,118.36734693877551
SR Watson,Brabourne Stadium,137,94,145.74468085106383
SR Watson,Dr DY Patil Sports Academy,60,39,153.84615384615387
SR Watson,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,50,32,156.25
SR Watson,Dubai International Cricket Stadium,175,156,112.17948717948718
SR Watson,Eden Gardens,157,128,122.65625
SR Watson,Feroz Shah Kotla,65,44,147.72727272727272
SR Watson,Holkar Cricket Stadium,21,17,123.52941176470588
SR Watson,JSCA International Stadium Complex,51,36,141.66666666666669
SR Watson,M Chinnaswamy Stadium,235,172,136.62790697674419
SR Watson,M.Chinnaswamy Stadium,36,31,116.12903225806453
SR Watson,MA Chidambaram Stadium,433,295,146.77966101694915
SR Watson,Maharashtra Cricket Association Stadium,275,162,169.7530864197531
SR Watson,Punjab Cricket Association IS Bindra Stadium,19,23,82.6086956521739
SR Watson,Punjab Cricket Association Stadium,113,78,144.87179487179486
SR Watson,Rajiv Gandhi International Stadium,172,162,106.17283950617285
SR Watson,Sardar Patel Stadium,146,104,140.3846153846154
SR Watson,Saurashtra Cricket Association Stadium,6,6,100.0
SR Watson,Sawai Mansingh Stadium,875,619,141.35702746365104
SR Watson,Shaheed Veer Narayan Singh International Stadium,14,18,77.77777777777779
SR Watson,Sharjah Cricket Stadium,119,78,152.56410256410254
SR Watson,Sheikh Zayed Stadium,89,79,112.65822784810126
SR Watson,Subrata Roy Sahara Stadium,90,51,176.47058823529412
SR Watson,Vidarbha Cricket Association Stadium,58,36,161.11111111111111
SR Watson,Wankhede Stadium,342,229,149.34497816593887
SS Cottrell,Dubai International Cricket Stadium,0,2,0.0
SS Iyer,Arun Jaitley Stadium,449,355,126.47887323943662
SS Iyer,Brabourne Stadium,176,121,145.45454545454547
SS Iyer,Dr DY Patil Sports Academy,81,62,130.64516129032256
SS Iyer,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,89,78,114.1025641025641
SS Iyer,Dubai International Cricket Stadium,281,262,107.25190839694656
SS Iyer,Eden Gardens,97,81,119.75308641975309
SS Iyer,Feroz Shah Kotla,363,283,128.26855123674912
SS Iyer,Green Park,96,57,168.42105263157893
SS Iyer,M Chinnaswamy Stadium,0,4,0.0
SS Iyer,M.Chinnaswamy Stadium,119,80,148.75
SS Iyer,MA Chidambaram Stadium,51,38,134.21052631578948
SS Iyer,Maharashtra Cricket Association Stadium,50,43,116.27906976744187
SS Iyer,Punjab Cricket Association IS Bindra Stadium,45,40,112.5
SS Iyer,Rajiv Gandhi International Stadium,139,107,129.90654205607478
SS Iyer,Sawai Mansingh Stadium,4,5,80.0
SS Iyer,Shaheed Veer Narayan Singh International Stadium,70,56,125.0
SS Iyer,Sharjah Cricket Stadium,197,143,137.76223776223776
SS Iyer,Sheikh Zayed Stadium,134,121,110.74380165289257
SS Iyer,Wankhede Stadium,190,158,120.25316455696202
SS Iyer,Zayed Cricket Stadium,43,32,134.375
SS Prabhudessai,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,6,7,85.71428571428571
SS Prabhudessai,Brabourne Stadium,15,20,75.0
SS Prabhudessai,Dr DY Patil Sports Academy,44,26,169.23076923076923
SS Prabhudessai,M Chinnaswamy Stadium,29,22,131.8181818181818
SS Prabhudessai,Maharashtra Cricket Association Stadium,2,7,28.57142857142857
SS Prabhudessai,Wankhede Stadium,6,5,120.0
SS Shaikh,Kingsmead,6,7,85.71428571428571
SS Tiwary,Brabourne Stadium,251,181,138.67403314917127
SS Tiwary,Dr DY Patil Sports Academy,65,46,141.30434782608697
SS Tiwary,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,26,25,104.0
SS Tiwary,Dubai International Cricket Stadium,50,40,125.0
SS Tiwary,Eden Gardens,154,129,119.3798449612403
SS Tiwary,Feroz Shah Kotla,105,75,140.0
SS Tiwary,Himachal Pradesh Cricket Association Stadium,6,11,54.54545454545454
SS Tiwary,JSCA International Stadium Complex,1,3,33.33333333333333
SS Tiwary,Kingsmead,6,4,150.0
SS Tiwary,M Chinnaswamy Stadium,230,203,113.30049261083744
SS Tiwary,MA Chidambaram Stadium,86,81,106.17283950617285
SS Tiwary,Maharashtra Cricket Association Stadium,58,47,123.40425531914893
SS Tiwary,Nehru Stadium,26,24,108.33333333333333
SS Tiwary,Punjab Cricket Association Stadium,25,22,113.63636363636364
SS Tiwary,Rajiv Gandhi International Stadium,37,37,100.0
SS Tiwary,Sawai Mansingh Stadium,23,17,135.29411764705884
SS Tiwary,Shaheed Veer Narayan Singh International Stadium,26,25,104.0
SS Tiwary,Sharjah Cricket Stadium,16,21,76.19047619047619
SS Tiwary,Sheikh Zayed Stadium,102,77,132.46753246753246
SS Tiwary,St George's Park,4,3,133.33333333333331
SS Tiwary,Subrata Roy Sahara Stadium,88,75,117.33333333333333
SS Tiwary,SuperSport Park,3,5,60.0
SS Tiwary,Wankhede Stadium,43,36,119.44444444444444
SS Tiwary,Zayed Cricket Stadium,50,39,128.2051282051282
ST Jayasuriya,Brabourne Stadium,25,19,131.57894736842107
ST Jayasuriya,Buffalo Park,6,8,75.0
ST Jayasuriya,Dr DY Patil Sports Academy,70,57,122.80701754385966
ST Jayasuriya,Eden Gardens,18,10,180.0
ST Jayasuriya,Feroz Shah Kotla,73,52,140.3846153846154
ST Jayasuriya,Kingsmead,17,29,58.620689655172406
ST Jayasuriya,M Chinnaswamy Stadium,54,37,145.94594594594594
ST Jayasuriya,MA Chidambaram Stadium,20,11,181.8181818181818
ST Jayasuriya,New Wanderers Stadium,52,43,120.93023255813952
ST Jayasuriya,Newlands,26,20,130.0
ST Jayasuriya,Punjab Cricket Association Stadium,1,7,14.285714285714285
ST Jayasuriya,Rajiv Gandhi International Stadium,36,15,240.0
ST Jayasuriya,Sawai Mansingh Stadium,39,39,100.0
ST Jayasuriya,St George's Park,111,75,148.0
ST Jayasuriya,SuperSport Park,9,15,60.0
ST Jayasuriya,Wankhede Stadium,211,92,229.34782608695653
STR Binny,Arun Jaitley Stadium,0,1,0.0
STR Binny,Brabourne Stadium,3,3,100.0
STR Binny,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,16,14,114.28571428571428
STR Binny,Dubai International Cricket Stadium,8,11,72.72727272727273
STR Binny,Eden Gardens,58,54,107.40740740740742
STR Binny,Feroz Shah Kotla,43,28,153.57142857142858
STR Binny,Holkar Cricket Stadium,18,20,90.0
STR Binny,JSCA International Stadium Complex,22,17,129.41176470588235
STR Binny,M Chinnaswamy Stadium,104,60,173.33333333333334
STR Binny,M.Chinnaswamy Stadium,16,18,88.88888888888889
STR Binny,MA Chidambaram Stadium,43,29,148.27586206896552
STR Binny,Maharashtra Cricket Association Stadium,24,32,75.0
STR Binny,Punjab Cricket Association IS Bindra Stadium,33,11,300.0
STR Binny,Punjab Cricket Association Stadium,37,35,105.71428571428572
STR Binny,Rajiv Gandhi International Stadium,26,26,100.0
STR Binny,Sardar Patel Stadium,45,60,75.0
STR Binny,Sawai Mansingh Stadium,248,167,148.50299401197603
STR Binny,Shaheed Veer Narayan Singh International Stadium,16,11,145.45454545454547
STR Binny,Sharjah Cricket Stadium,12,8,150.0
STR Binny,Sheikh Zayed Stadium,48,32,150.0
STR Binny,Subrata Roy Sahara Stadium,1,4,25.0
STR Binny,Wankhede Stadium,47,36,130.55555555555557
SV Samson,Arun Jaitley Stadium,98,73,134.24657534246575
SV Samson,Barsapara Cricket Stadium,42,29,144.82758620689654
SV Samson,Brabourne Stadium,114,82,139.02439024390242
SV Samson,Dr DY Patil Sports Academy,63,43,146.51162790697674
SV Samson,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,42,54,77.77777777777779
SV Samson,Dubai International Cricket Stadium,226,180,125.55555555555556
SV Samson,Eden Gardens,294,207,142.02898550724638
SV Samson,Feroz Shah Kotla,329,279,117.92114695340501
SV Samson,Green Park,10,7,142.85714285714286
SV Samson,Himachal Pradesh Cricket Association Stadium,2,3,66.66666666666666
SV Samson,Holkar Cricket Stadium,28,23,121.73913043478262
SV Samson,M Chinnaswamy Stadium,44,37,118.91891891891892
SV Samson,M.Chinnaswamy Stadium,105,56,187.5
SV Samson,MA Chidambaram Stadium,34,29,117.24137931034481
SV Samson,Maharashtra Cricket Association Stadium,196,128,153.125
SV Samson,Narendra Modi Stadium,97,64,151.5625
SV Samson,Punjab Cricket Association IS Bindra Stadium,81,70,115.71428571428572
SV Samson,Punjab Cricket Association Stadium,77,62,124.19354838709677
SV Samson,Rajiv Gandhi International Stadium,287,194,147.93814432989691
SV Samson,Sardar Patel Stadium,116,99,117.17171717171718
SV Samson,Saurashtra Cricket Association Stadium,19,12,158.33333333333331
SV Samson,Sawai Mansingh Stadium,517,381,135.6955380577428
SV Samson,Shaheed Veer Narayan Singh International Stadium,20,16,125.0
SV Samson,Sharjah Cricket Stadium,220,126,174.6031746031746
SV Samson,Sheikh Zayed Stadium,111,80,138.75
SV Samson,Wankhede Stadium,565,380,148.6842105263158
SV Samson,Zayed Cricket Stadium,98,76,128.94736842105263
SW Billings,Arun Jaitley Stadium,1,5,20.0
SW Billings,Brabourne Stadium,15,9,166.66666666666669
SW Billings,Dr DY Patil Sports Academy,54,42,128.57142857142858
SW Billings,Feroz Shah Kotla,154,104,148.0769230769231
SW Billings,M.Chinnaswamy Stadium,34,26,130.76923076923077
SW Billings,MA Chidambaram Stadium,56,23,243.47826086956525
SW Billings,Maharashtra Cricket Association Stadium,81,71,114.08450704225352
SW Billings,Punjab Cricket Association IS Bindra Stadium,15,19,78.94736842105263
SW Billings,Rajiv Gandhi International Stadium,13,13,100.0
SW Billings,Sawai Mansingh Stadium,27,22,122.72727272727273
SW Billings,Shaheed Veer Narayan Singh International Stadium,4,6,66.66666666666666
SW Billings,Wankhede Stadium,49,45,108.88888888888889
SW Tait,Eden Gardens,0,1,0.0
SW Tait,Feroz Shah Kotla,11,12,91.66666666666666
SW Tait,Holkar Cricket Stadium,10,9,111.11111111111111
SW Tait,M Chinnaswamy Stadium,1,3,33.33333333333333
SW Tait,Sardar Patel Stadium,1,1,100.0
Sachin Baby,Feroz Shah Kotla,12,8,150.0
Sachin Baby,M Chinnaswamy Stadium,59,32,184.375
Sachin Baby,Maharashtra Cricket Association Stadium,2,4,50.0
Sachin Baby,Punjab Cricket Association IS Bindra Stadium,33,29,113.79310344827587
Sachin Baby,Rajiv Gandhi International Stadium,31,26,119.23076923076923
Sachin Baby,Zayed Cricket Stadium,7,16,43.75
Salman Butt,Eden Gardens,169,136,124.26470588235294
Salman Butt,Rajiv Gandhi International Stadium,4,4,100.0
Salman Butt,Sawai Mansingh Stadium,7,7,100.0
Salman Butt,Wankhede Stadium,13,13,100.0
Sandeep Sharma,Arun Jaitley Stadium,8,6,133.33333333333331
Sandeep Sharma,Dubai International Cricket Stadium,10,11,90.9090909090909
Sandeep Sharma,Eden Gardens,1,1,100.0
Sandeep Sharma,Feroz Shah Kotla,3,4,75.0
Sandeep Sharma,M Chinnaswamy Stadium,12,14,85.71428571428571
Sandeep Sharma,MA Chidambaram Stadium,1,4,25.0
Sandeep Sharma,Punjab Cricket Association Stadium,1,2,50.0
Sandeep Sharma,Rajiv Gandhi International Stadium,11,9,122.22222222222223
Sandeep Sharma,Saurashtra Cricket Association Stadium,1,1,100.0
Sandeep Sharma,Sawai Mansingh Stadium,2,6,33.33333333333333
Sandeep Sharma,Sharjah Cricket Stadium,0,1,0.0
Sandeep Sharma,Sheikh Zayed Stadium,4,9,44.44444444444444
Sandeep Sharma,Wankhede Stadium,0,1,0.0
Sanvir Singh,Narendra Modi Stadium,7,6,116.66666666666667
Sanvir Singh,Wankhede Stadium,4,3,133.33333333333331
Shahbaz Ahmed,Brabourne Stadium,18,27,66.66666666666666
Shahbaz Ahmed,Dr DY Patil Sports Academy,94,68,138.23529411764704
Shahbaz Ahmed,Dubai International Cricket Stadium,1,3,33.33333333333333
Shahbaz Ahmed,Eden Gardens,1,5,20.0
Shahbaz Ahmed,M Chinnaswamy Stadium,36,31,116.12903225806453
Shahbaz Ahmed,MA Chidambaram Stadium,15,12,125.0
Shahbaz Ahmed,Maharashtra Cricket Association Stadium,18,29,62.06896551724138
Shahbaz Ahmed,Narendra Modi Stadium,20,19,105.26315789473684
Shahbaz Ahmed,Punjab Cricket Association IS Bindra Stadium,5,3,166.66666666666669
Shahbaz Ahmed,Sharjah Cricket Stadium,21,18,116.66666666666667
Shahbaz Ahmed,Sheikh Zayed Stadium,1,1,100.0
Shahbaz Ahmed,Wankhede Stadium,77,47,163.82978723404256
Shahbaz Ahmed,Zayed Cricket Stadium,14,9,155.55555555555557
Shahid Afridi,Feroz Shah Kotla,33,14,235.71428571428572
Shahid Afridi,M Chinnaswamy Stadium,1,2,50.0
Shahid Afridi,MA Chidambaram Stadium,20,6,333.33333333333337
Shahid Afridi,Rajiv Gandhi International Stadium,26,21,123.80952380952381
Shahid Afridi,Sawai Mansingh Stadium,1,3,33.33333333333333
Shakib Al Hasan,Barabati Stadium,9,8,112.5
Shakib Al Hasan,Brabourne Stadium,13,11,118.18181818181819
Shakib Al Hasan,Dubai International Cricket Stadium,30,23,130.43478260869566
Shakib Al Hasan,Eden Gardens,295,221,133.4841628959276
Shakib Al Hasan,Green Park,3,8,37.5
Shakib Al Hasan,JSCA International Stadium Complex,0,1,0.0
Shakib Al Hasan,M Chinnaswamy Stadium,16,11,145.45454545454547
Shakib Al Hasan,MA Chidambaram Stadium,49,45,108.88888888888889
Shakib Al Hasan,Maharashtra Cricket Association Stadium,11,15,73.33333333333333
Shakib Al Hasan,Punjab Cricket Association IS Bindra Stadium,35,26,134.6153846153846
Shakib Al Hasan,Rajiv Gandhi International Stadium,109,98,111.22448979591837
Shakib Al Hasan,Sardar Patel Stadium,21,13,161.53846153846155
Shakib Al Hasan,Sawai Mansingh Stadium,15,16,93.75
Shakib Al Hasan,Sharjah Cricket Stadium,9,8,112.5
Shakib Al Hasan,Sheikh Zayed Stadium,1,2,50.0
Shakib Al Hasan,Subrata Roy Sahara Stadium,43,33,130.3030303030303
Shakib Al Hasan,Wankhede Stadium,105,76,138.1578947368421
Shashank Singh,Brabourne Stadium,10,6,166.66666666666669
Shashank Singh,Maharashtra Cricket Association Stadium,26,26,100.0
Shashank Singh,Wankhede Stadium,33,15,220.00000000000003
Shivam Mavi,Arun Jaitley Stadium,0,3,0.0
Shivam Mavi,Brabourne Stadium,0,1,0.0
Shivam Mavi,Dr DY Patil Sports Academy,2,4,50.0
Shivam Mavi,Dubai International Cricket Stadium,20,13,153.84615384615387
Shivam Mavi,Eden Gardens,13,12,108.33333333333333
Shivam Mavi,Maharashtra Cricket Association Stadium,1,2,50.0
Shivam Mavi,Sharjah Cricket Stadium,1,3,33.33333333333333
Shivam Mavi,Sheikh Zayed Stadium,9,11,81.81818181818183
Shivam Mavi,Wankhede Stadium,5,7,71.42857142857143
Shivam Sharma,M Chinnaswamy Stadium,4,2,200.0
Shivam Sharma,Punjab Cricket Association Stadium,1,1,100.0
Shoaib Ahmed,Buffalo Park,1,2,50.0
Shoaib Ahmed,Kingsmead,0,1,0.0
Shoaib Ahmed,SuperSport Park,0,3,0.0
Shoaib Akhtar,Wankhede Stadium,2,7,28.57142857142857
Shoaib Malik,Dr DY Patil Sports Academy,24,21,114.28571428571428
Shoaib Malik,Feroz Shah Kotla,9,8,112.5
Shoaib Malik,Punjab Cricket Association Stadium,19,17,111.76470588235294
Shubman Gill,Arun Jaitley Stadium,51,41,124.39024390243902
Shubman Gill,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,0,2,0.0
Shubman Gill,Brabourne Stadium,179,122,146.72131147540983
Shubman Gill,Dr DY Patil Sports Academy,36,33,109.09090909090908
Shubman Gill,Dubai International Cricket Stadium,224,176,127.27272727272727
Shubman Gill,Eden Gardens,419,289,144.98269896193773
Shubman Gill,Holkar Cricket Stadium,16,8,200.0
Shubman Gill,M Chinnaswamy Stadium,104,51,203.92156862745097
Shubman Gill,M.Chinnaswamy Stadium,8,5,160.0
Shubman Gill,MA Chidambaram Stadium,120,96,125.0
Shubman Gill,Maharashtra Cricket Association Stadium,147,95,154.73684210526315
Shubman Gill,Narendra Modi Stadium,669,419,159.66587112171837
Shubman Gill,Punjab Cricket Association IS Bindra Stadium,132,98,134.6938775510204
Shubman Gill,Rajiv Gandhi International Stadium,3,4,75.0
Shubman Gill,Sawai Mansingh Stadium,42,44,95.45454545454545
Shubman Gill,Sharjah Cricket Stadium,280,233,120.1716738197425
Shubman Gill,Sheikh Zayed Stadium,176,168,104.76190476190477
Shubman Gill,Wankhede Stadium,74,98,75.51020408163265
Shubman Gill,Zayed Cricket Stadium,70,47,148.93617021276594
Sikandar Raza,Arun Jaitley Stadium,11,7,157.14285714285714
Sikandar Raza,Barsapara Cricket Stadium,1,2,50.0
Sikandar Raza,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,57,41,139.02439024390242
Sikandar Raza,MA Chidambaram Stadium,13,7,185.71428571428572
Sikandar Raza,Punjab Cricket Association IS Bindra Stadium,52,35,148.57142857142858
Sikandar Raza,Rajiv Gandhi International Stadium,5,6,83.33333333333334
Simarjeet Singh,Brabourne Stadium,3,3,100.0
Simarjeet Singh,Maharashtra Cricket Association Stadium,2,2,100.0
Simarjeet Singh,Wankhede Stadium,2,3,66.66666666666666
Sohail Tanvir,Dr DY Patil Sports Academy,15,13,115.38461538461537
Sohail Tanvir,Eden Gardens,13,8,162.5
Sohail Tanvir,Sawai Mansingh Stadium,3,2,150.0
Sohail Tanvir,Wankhede Stadium,5,5,100.0
Sunny Gupta,MA Chidambaram Stadium,0,1,0.0
