Batter,Venue,total_runs,balls_faced,strike_rate
DPMD Jayawardene,M Chinnaswamy Stadium,46,42,109.52380952380953
DPMD Jayawardene,MA Chidambaram Stadium,71,54,131.4814814814815
DPMD Jayawardene,Nehru Stadium,111,106,104.71698113207549
DPMD Jayawardene,Newlands,13,16,81.25
DPMD Jayawardene,Punjab Cricket Association Stadium,121,92,131.52173913043478
DPMD Jayawardene,Rajiv Gandhi International Stadium,56,35,160.0
DPMD Jayawardene,Sawai Mansingh Stadium,93,84,110.71428571428572
DPMD Jayawardene,Shaheed Veer Narayan Singh International Stadium,17,25,68.0
DPMD Jayawardene,St George's Park,52,41,126.82926829268293
DPMD Jayawardene,Subrata Roy Sahara Stadium,72,60,120.0
DPMD Jayawardene,SuperSport Park,44,25,176.0
DPMD Jayawardene,Wankhede Stadium,85,74,114.86486486486487
DR Martyn,M Chinnaswamy Stadium,19,24,79.16666666666666
DR Sams,Brabourne Stadium,7,4,175.0
DR Sams,Dr DY Patil Sports Academy,12,7,171.42857142857142
DR Sams,Dubai International Cricket Stadium,0,2,0.0
DR Sams,Narendra Modi Stadium,6,6,100.0
DR Sams,Wankhede Stadium,19,25,76.0
DR Shorey,MA Chidambaram Stadium,5,8,62.5
DR Shorey,Maharashtra Cricket Association Stadium,8,9,88.88888888888889
DR Smith,Barabati Stadium,4,4,100.0
DR Smith,Brabourne Stadium,24,20,120.0
DR Smith,Buffalo Park,49,22,222.72727272727272
DR Smith,De Beers Diamond Oval,47,32,146.875
DR Smith,Dr DY Patil Sports Academy,5,10,50.0
DR Smith,Dubai International Cricket Stadium,79,50,158.0
DR Smith,Eden Gardens,222,169,131.36094674556213
DR Smith,Feroz Shah Kotla,235,145,162.06896551724137
DR Smith,Green Park,99,65,152.3076923076923
DR Smith,JSCA International Stadium Complex,133,101,131.68316831683168
DR Smith,Kingsmead,48,29,165.51724137931035
DR Smith,M Chinnaswamy Stadium,197,120,164.16666666666666
DR Smith,MA Chidambaram Stadium,148,142,104.22535211267605
DR Smith,Maharashtra Cricket Association Stadium,63,38,165.78947368421052
DR Smith,Punjab Cricket Association IS Bindra Stadium,74,39,189.74358974358972
DR Smith,Rajiv Gandhi International Stadium,97,94,103.19148936170212
DR Smith,Sardar Patel Stadium,40,29,137.93103448275863
DR Smith,Saurashtra Cricket Association Stadium,114,90,126.66666666666666
DR Smith,Sawai Mansingh Stadium,95,64,148.4375
DR Smith,Shaheed Veer Narayan Singh International Stadium,18,24,75.0
DR Smith,Sharjah Cricket Stadium,66,46,143.47826086956522
DR Smith,Sheikh Zayed Stadium,95,70,135.71428571428572
DR Smith,St George's Park,7,8,87.5
DR Smith,Subrata Roy Sahara Stadium,0,1,0.0
DR Smith,SuperSport Park,64,40,160.0
DR Smith,Vidarbha Cricket Association Stadium,17,15,113.33333333333333
DR Smith,Wankhede Stadium,345,288,119.79166666666667
DS Kulkarni,Buffalo Park,1,4,25.0
DS Kulkarni,Dubai International Cricket Stadium,28,19,147.36842105263156
DS Kulkarni,Feroz Shah Kotla,3,2,150.0
DS Kulkarni,Kingsmead,1,4,25.0
DS Kulkarni,M Chinnaswamy Stadium,22,12,183.33333333333331
DS Kulkarni,Maharashtra Cricket Association Stadium,3,9,33.33333333333333
DS Kulkarni,Punjab Cricket Association Stadium,4,20,20.0
DS Kulkarni,Rajiv Gandhi International Stadium,4,6,66.66666666666666
DS Kulkarni,Sardar Patel Stadium,8,8,100.0
DS Kulkarni,Saurashtra Cricket Association Stadium,6,4,150.0
DS Kulkarni,Sawai Mansingh Stadium,8,6,133.33333333333331
DS Kulkarni,Sharjah Cricket Stadium,3,2,150.0
DS Kulkarni,SuperSport Park,7,9,77.77777777777779
DS Kulkarni,Wankhede Stadium,6,3,200.0
DS Lehmann,Feroz Shah Kotla,1,2,50.0
DS Lehmann,Sawai Mansingh Stadium,17,16,106.25
DT Christian,Arun Jaitley Stadium,6,11,54.54545454545454
DT Christian,Dr DY Patil Sports Academy,14,12,116.66666666666667
DT Christian,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,41,39,105.12820512820514
DT Christian,Dubai International Cricket Stadium,1,3,33.33333333333333
DT Christian,Eden Gardens,34,23,147.82608695652172
DT Christian,Feroz Shah Kotla,30,35,85.71428571428571
DT Christian,Holkar Cricket Stadium,17,8,212.5
DT Christian,M Chinnaswamy Stadium,5,16,31.25
DT Christian,MA Chidambaram Stadium,32,32,100.0
DT Christian,Maharashtra Cricket Association Stadium,33,14,235.71428571428572
DT Christian,Nehru Stadium,9,11,81.81818181818183
DT Christian,Punjab Cricket Association IS Bindra Stadium,13,12,108.33333333333333
DT Christian,Punjab Cricket Association Stadium,24,10,240.0
DT Christian,Rajiv Gandhi International Stadium,130,99,131.31313131313132
DT Christian,Sawai Mansingh Stadium,29,19,152.63157894736844
DT Christian,Sharjah Cricket Stadium,9,8,112.5
DT Christian,Wankhede Stadium,32,38,84.21052631578947
DT Christian,Zayed Cricket Stadium,1,4,25.0
DT Patil,M Chinnaswamy Stadium,4,1,400.0
DT Patil,Sawai Mansingh Stadium,9,12,75.0
DW Steyn,Barabati Stadium,7,3,233.33333333333334
DW Steyn,Dr DY Patil Sports Academy,5,5,100.0
DW Steyn,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,7,10,70.0
DW Steyn,Dubai International Cricket Stadium,1,2,50.0
DW Steyn,Eden Gardens,14,13,107.6923076923077
DW Steyn,Feroz Shah Kotla,15,10,150.0
DW Steyn,M Chinnaswamy Stadium,10,16,62.5
DW Steyn,Maharashtra Cricket Association Stadium,4,1,400.0
DW Steyn,Punjab Cricket Association Stadium,1,3,33.33333333333333
DW Steyn,Rajiv Gandhi International Stadium,57,50,113.99999999999999
DW Steyn,Sardar Patel Stadium,9,8,112.5
DW Steyn,Saurashtra Cricket Association Stadium,1,2,50.0
DW Steyn,Sawai Mansingh Stadium,18,8,225.0
DW Steyn,Sharjah Cricket Stadium,12,16,75.0
DW Steyn,St George's Park,0,3,0.0
DW Steyn,Vidarbha Cricket Association Stadium,0,1,0.0
DW Steyn,Wankhede Stadium,3,6,50.0
Dhruv Jurel,Barsapara Cricket Stadium,40,18,222.22222222222223
Dhruv Jurel,Himachal Pradesh Cricket Association Stadium,10,4,250.0
Dhruv Jurel,M Chinnaswamy Stadium,34,16,212.5
Dhruv Jurel,MA Chidambaram Stadium,4,6,66.66666666666666
Dhruv Jurel,Narendra Modi Stadium,18,10,180.0
Dhruv Jurel,Sawai Mansingh Stadium,44,31,141.93548387096774
Dhruv Jurel,Wankhede Stadium,2,3,66.66666666666666
E Lewis,Arun Jaitley Stadium,48,31,154.83870967741936
E Lewis,Brabourne Stadium,55,23,239.1304347826087
E Lewis,Dr DY Patil Sports Academy,6,18,33.33333333333333
E Lewis,Dubai International Cricket Stadium,100,62,161.29032258064515
E Lewis,Eden Gardens,35,35,100.0
E Lewis,Holkar Cricket Stadium,10,13,76.92307692307693
E Lewis,MA Chidambaram Stadium,32,30,106.66666666666667
E Lewis,Maharashtra Cricket Association Stadium,47,43,109.30232558139534
E Lewis,Rajiv Gandhi International Stadium,29,17,170.58823529411765
E Lewis,Sawai Mansingh Stadium,0,1,0.0
E Lewis,Sharjah Cricket Stadium,24,19,126.3157894736842
E Lewis,Wankhede Stadium,240,167,143.7125748502994
E Lewis,Zayed Cricket Stadium,27,12,225.0
EJG Morgan,Brabourne Stadium,70,34,205.88235294117646
EJG Morgan,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,28,32,87.5
EJG Morgan,Dubai International Cricket Stadium,125,82,152.4390243902439
EJG Morgan,Eden Gardens,200,151,132.45033112582783
EJG Morgan,Feroz Shah Kotla,22,21,104.76190476190477
EJG Morgan,M Chinnaswamy Stadium,44,45,97.77777777777777
EJG Morgan,MA Chidambaram Stadium,76,61,124.59016393442623
EJG Morgan,Maharashtra Cricket Association Stadium,4,4,100.0
EJG Morgan,Narendra Modi Stadium,47,42,111.90476190476191
EJG Morgan,Nehru Stadium,66,51,129.41176470588235
EJG Morgan,Punjab Cricket Association IS Bindra Stadium,26,21,123.80952380952381
EJG Morgan,Punjab Cricket Association Stadium,47,38,123.6842105263158
EJG Morgan,Rajiv Gandhi International Stadium,192,173,110.98265895953756
EJG Morgan,Sawai Mansingh Stadium,51,38,134.21052631578948
EJG Morgan,Shaheed Veer Narayan Singh International Stadium,46,44,104.54545454545455
EJG Morgan,Sharjah Cricket Stadium,110,77,142.85714285714286
EJG Morgan,Sheikh Zayed Stadium,175,154,113.63636363636364
EJG Morgan,Subrata Roy Sahara Stadium,15,15,100.0
EJG Morgan,Wankhede Stadium,12,17,70.58823529411765
EJG Morgan,Zayed Cricket Stadium,15,22,68.18181818181817
ER Dwivedi,Feroz Shah Kotla,5,5,100.0
ER Dwivedi,M Chinnaswamy Stadium,19,9,211.11111111111111
F Behardien,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,5,5,100.0
F Behardien,M Chinnaswamy Stadium,0,1,0.0
F Behardien,Punjab Cricket Association IS Bindra Stadium,9,7,128.57142857142858
F du Plessis,Arun Jaitley Stadium,151,98,154.08163265306123
F du Plessis,Barabati Stadium,52,25,208.0
F du Plessis,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,44,40,110.00000000000001
F du Plessis,Brabourne Stadium,50,39,128.2051282051282
F du Plessis,Dr DY Patil Sports Academy,197,134,147.01492537313433
F du Plessis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,89,64,139.0625
F du Plessis,Dubai International Cricket Stadium,385,291,132.3024054982818
F du Plessis,Eden Gardens,131,94,139.36170212765958
F du Plessis,Feroz Shah Kotla,15,12,125.0
F du Plessis,JSCA International Stadium Complex,78,72,108.33333333333333
F du Plessis,M Chinnaswamy Stadium,430,264,162.87878787878788
F du Plessis,M.Chinnaswamy Stadium,5,15,33.33333333333333
F du Plessis,MA Chidambaram Stadium,553,462,119.6969696969697
F du Plessis,Maharashtra Cricket Association Stadium,138,133,103.7593984962406
F du Plessis,Narendra Modi Stadium,25,27,92.5925925925926
F du Plessis,Punjab Cricket Association IS Bindra Stadium,247,163,151.53374233128832
F du Plessis,Punjab Cricket Association Stadium,55,41,134.14634146341464
F du Plessis,Rajiv Gandhi International Stadium,216,146,147.94520547945206
F du Plessis,Sardar Patel Stadium,1,3,33.33333333333333
F du Plessis,Saurashtra Cricket Association Stadium,69,43,160.46511627906978
F du Plessis,Sawai Mansingh Stadium,62,54,114.81481481481481
F du Plessis,Shaheed Veer Narayan Singh International Stadium,29,23,126.08695652173914
F du Plessis,Sharjah Cricket Stadium,203,154,131.8181818181818
F du Plessis,Sheikh Zayed Stadium,157,114,137.71929824561403
F du Plessis,Subrata Roy Sahara Stadium,43,33,130.3030303030303
F du Plessis,Wankhede Stadium,640,481,133.05613305613306
F du Plessis,Zayed Cricket Stadium,68,49,138.77551020408163
FA Allen,Brabourne Stadium,8,7,114.28571428571428
FA Allen,Dubai International Cricket Stadium,0,1,0.0
FA Allen,MA Chidambaram Stadium,6,10,60.0
FH Edwards,Kingsmead,1,3,33.33333333333333
FH Edwards,Newlands,3,2,150.0
FY Fazal,Eden Gardens,16,17,94.11764705882352
FY Fazal,Feroz Shah Kotla,0,2,0.0
FY Fazal,Holkar Cricket Stadium,16,15,106.66666666666667
FY Fazal,MA Chidambaram Stadium,4,5,80.0
FY Fazal,Punjab Cricket Association Stadium,45,37,121.62162162162163
FY Fazal,Sardar Patel Stadium,56,52,107.6923076923077
FY Fazal,Sawai Mansingh Stadium,10,15,66.66666666666666
FY Fazal,Vidarbha Cricket Association Stadium,36,29,124.13793103448276
Fazalhaq Farooqi,Narendra Modi Stadium,1,5,20.0
Fazalhaq Farooqi,Wankhede Stadium,2,8,25.0
G Gambhir,Arun Jaitley Stadium,4,13,30.76923076923077
G Gambhir,Barabati Stadium,107,91,117.58241758241759
G Gambhir,Brabourne Stadium,18,12,150.0
G Gambhir,Buffalo Park,19,23,82.6086956521739
G Gambhir,Dr DY Patil Sports Academy,55,55,100.0
G Gambhir,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4,8,50.0
G Gambhir,Dubai International Cricket Stadium,0,4,0.0
G Gambhir,Eden Gardens,1407,1100,127.9090909090909
G Gambhir,Feroz Shah Kotla,668,487,137.16632443531827
G Gambhir,Green Park,8,8,100.0
G Gambhir,JSCA International Stadium Complex,32,37,86.48648648648648
G Gambhir,Kingsmead,90,82,109.75609756097562
G Gambhir,M Chinnaswamy Stadium,299,228,131.140350877193
G Gambhir,M.Chinnaswamy Stadium,3,10,30.0
G Gambhir,MA Chidambaram Stadium,187,160,116.875
G Gambhir,Maharashtra Cricket Association Stadium,84,70,120.0
G Gambhir,Nehru Stadium,0,1,0.0
G Gambhir,New Wanderers Stadium,58,56,103.57142857142858
G Gambhir,Newlands,15,13,115.38461538461537
G Gambhir,OUTsurance Oval,16,19,84.21052631578947
G Gambhir,Punjab Cricket Association IS Bindra Stadium,97,94,103.19148936170212
G Gambhir,Punjab Cricket Association Stadium,216,151,143.04635761589404
G Gambhir,Rajiv Gandhi International Stadium,164,129,127.13178294573643
G Gambhir,Sardar Patel Stadium,63,42,150.0
G Gambhir,Saurashtra Cricket Association Stadium,76,48,158.33333333333331
G Gambhir,Sawai Mansingh Stadium,128,89,143.82022471910113
G Gambhir,Sharjah Cricket Stadium,0,1,0.0
G Gambhir,Sheikh Zayed Stadium,1,13,7.6923076923076925
G Gambhir,St George's Park,16,19,84.21052631578947
G Gambhir,Subrata Roy Sahara Stadium,92,72,127.77777777777777
G Gambhir,SuperSport Park,72,64,112.5
G Gambhir,Wankhede Stadium,173,151,114.56953642384107
GB Hogg,Eden Gardens,5,5,100.0
GB Hogg,MA Chidambaram Stadium,2,1,200.0
GB Hogg,Sawai Mansingh Stadium,13,11,118.18181818181819
GB Hogg,Wankhede Stadium,2,5,40.0
GC Smith,Brabourne Stadium,26,22,118.18181818181819
GC Smith,De Beers Diamond Oval,31,36,86.11111111111111
GC Smith,Dr DY Patil Sports Academy,47,60,78.33333333333333
GC Smith,Eden Gardens,24,24,100.0
GC Smith,Kingsmead,96,61,157.37704918032787
GC Smith,M Chinnaswamy Stadium,49,42,116.66666666666667
GC Smith,MA Chidambaram Stadium,91,51,178.4313725490196
GC Smith,Newlands,4,17,23.52941176470588
GC Smith,OUTsurance Oval,0,4,0.0
GC Smith,Rajiv Gandhi International Stadium,71,45,157.77777777777777
GC Smith,Sardar Patel Stadium,18,17,105.88235294117648
GC Smith,Sawai Mansingh Stadium,176,169,104.14201183431953
GC Smith,St George's Park,0,2,0.0
GC Smith,SuperSport Park,66,72,91.66666666666666
GC Smith,Wankhede Stadium,25,21,119.04761904761905
GC Viljoen,Arun Jaitley Stadium,2,3,66.66666666666666
GC Viljoen,M.Chinnaswamy Stadium,0,1,0.0
GC Viljoen,Punjab Cricket Association IS Bindra Stadium,1,3,33.33333333333333
GD McGrath,Dr DY Patil Sports Academy,0,2,0.0
GD McGrath,Wankhede Stadium,4,3,133.33333333333331
GD Phillips,Rajiv Gandhi International Stadium,13,11,118.18181818181819
GD Phillips,Sawai Mansingh Stadium,25,7,357.14285714285717
GD Phillips,Sharjah Cricket Stadium,12,25,48.0
GD Phillips,Wankhede Stadium,1,4,25.0
GD Phillips,Zayed Cricket Stadium,14,7,200.0
GH Vihari,Eden Gardens,7,14,50.0
GH Vihari,Feroz Shah Kotla,18,31,58.06451612903226
GH Vihari,M Chinnaswamy Stadium,4,3,133.33333333333331
GH Vihari,MA Chidambaram Stadium,2,3,66.66666666666666
GH Vihari,Maharashtra Cricket Association Stadium,1,8,12.5
GH Vihari,Punjab Cricket Association IS Bindra Stadium,2,5,40.0
GH Vihari,Punjab Cricket Association Stadium,14,15,93.33333333333333
GH Vihari,Rajiv Gandhi International Stadium,129,136,94.85294117647058
GH Vihari,Sawai Mansingh Stadium,4,9,44.44444444444444
GH Vihari,Wankhede Stadium,57,46,123.91304347826086
GHS Garton,Sharjah Cricket Stadium,0,1,0.0
GHS Garton,Zayed Cricket Stadium,2,3,66.66666666666666
GJ Bailey,Barabati Stadium,52,24,216.66666666666666
GJ Bailey,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,51,68,75.0
GJ Bailey,Dubai International Cricket Stadium,16,15,106.66666666666667
GJ Bailey,Eden Gardens,59,44,134.0909090909091
GJ Bailey,Feroz Shah Kotla,24,23,104.34782608695652
GJ Bailey,Kingsmead,15,12,125.0
GJ Bailey,M Chinnaswamy Stadium,22,42,52.38095238095239
GJ Bailey,MA Chidambaram Stadium,1,3,33.33333333333333
GJ Bailey,Maharashtra Cricket Association Stadium,103,74,139.1891891891892
GJ Bailey,Punjab Cricket Association Stadium,134,98,136.73469387755102
GJ Bailey,Rajiv Gandhi International Stadium,41,30,136.66666666666666
GJ Bailey,Sharjah Cricket Stadium,10,8,125.0
GJ Bailey,Sheikh Zayed Stadium,28,25,112.00000000000001
GJ Bailey,SuperSport Park,30,27,111.11111111111111
GJ Bailey,Wankhede Stadium,77,48,160.41666666666669
GJ Maxwell,Arun Jaitley Stadium,80,67,119.40298507462686
GJ Maxwell,Barabati Stadium,104,52,200.0
GJ Maxwell,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,4,5,80.0
GJ Maxwell,Brabourne Stadium,80,51,156.86274509803923
GJ Maxwell,Dr DY Patil Sports Academy,49,22,222.72727272727272
GJ Maxwell,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,1,0.0
GJ Maxwell,Dubai International Cricket Stadium,230,167,137.7245508982036
GJ Maxwell,Eden Gardens,206,133,154.88721804511277
GJ Maxwell,Feroz Shah Kotla,14,16,87.5
GJ Maxwell,Himachal Pradesh Cricket Association Stadium,0,3,0.0
GJ Maxwell,Holkar Cricket Stadium,127,59,215.25423728813558
GJ Maxwell,M Chinnaswamy Stadium,299,167,179.04191616766468
GJ Maxwell,M.Chinnaswamy Stadium,4,6,66.66666666666666
GJ Maxwell,MA Chidambaram Stadium,176,117,150.42735042735043
GJ Maxwell,Maharashtra Cricket Association Stadium,72,50,144.0
GJ Maxwell,Narendra Modi Stadium,49,34,144.11764705882354
GJ Maxwell,Punjab Cricket Association IS Bindra Stadium,174,114,152.63157894736844
GJ Maxwell,Punjab Cricket Association Stadium,30,39,76.92307692307693
GJ Maxwell,Rajiv Gandhi International Stadium,72,47,153.19148936170214
GJ Maxwell,Saurashtra Cricket Association Stadium,31,19,163.1578947368421
GJ Maxwell,Sawai Mansingh Stadium,71,45,157.77777777777777
GJ Maxwell,Sharjah Cricket Stadium,280,156,179.4871794871795
GJ Maxwell,Sheikh Zayed Stadium,137,83,165.06024096385542
GJ Maxwell,Subrata Roy Sahara Stadium,13,7,185.71428571428572
GJ Maxwell,Wankhede Stadium,365,203,179.80295566502463
GJ Maxwell,Zayed Cricket Stadium,50,42,119.04761904761905
GR Napier,Buffalo Park,15,16,93.75
Gurkeerat Singh,Arun Jaitley Stadium,27,19,142.10526315789474
Gurkeerat Singh,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,57,34,167.64705882352942
Gurkeerat Singh,Dubai International Cricket Stadium,21,19,110.5263157894737
Gurkeerat Singh,Eden Gardens,43,33,130.3030303030303
Gurkeerat Singh,Feroz Shah Kotla,8,5,160.0
Gurkeerat Singh,Himachal Pradesh Cricket Association Stadium,26,12,216.66666666666666
Gurkeerat Singh,M Chinnaswamy Stadium,18,18,100.0
Gurkeerat Singh,M.Chinnaswamy Stadium,65,48,135.41666666666669
Gurkeerat Singh,MA Chidambaram Stadium,0,1,0.0
Gurkeerat Singh,Maharashtra Cricket Association Stadium,11,10,110.00000000000001
Gurkeerat Singh,Punjab Cricket Association IS Bindra Stadium,27,20,135.0
Gurkeerat Singh,Punjab Cricket Association Stadium,120,100,120.0
Gurkeerat Singh,Rajiv Gandhi International Stadium,20,17,117.64705882352942
Gurkeerat Singh,Saurashtra Cricket Association Stadium,0,3,0.0
Gurkeerat Singh,Sawai Mansingh Stadium,10,15,66.66666666666666
Gurkeerat Singh,Sharjah Cricket Stadium,15,24,62.5
Gurkeerat Singh,Sheikh Zayed Stadium,35,37,94.5945945945946
Gurkeerat Singh,Wankhede Stadium,2,4,50.0
H Das,Rajiv Gandhi International Stadium,2,5,40.0
H Klaasen,Arun Jaitley Stadium,56,29,193.10344827586206
H Klaasen,Eden Gardens,34,24,141.66666666666669
H Klaasen,MA Chidambaram Stadium,17,16,106.25
H Klaasen,Maharashtra Cricket Association Stadium,7,7,100.0
H Klaasen,Narendra Modi Stadium,64,44,145.45454545454547
H Klaasen,Rajiv Gandhi International Stadium,254,135,188.14814814814815
H Klaasen,Sawai Mansingh Stadium,58,34,170.58823529411765
H Klaasen,Wankhede Stadium,18,12,150.0
HC Brook,Arun Jaitley Stadium,0,2,0.0
HC Brook,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,3,4,75.0
HC Brook,Eden Gardens,100,54,185.1851851851852
HC Brook,MA Chidambaram Stadium,18,13,138.46153846153845
HC Brook,Rajiv Gandhi International Stadium,69,79,87.34177215189874
HC Brook,Wankhede Stadium,0,1,0.0
HE van der Dussen,Dr DY Patil Sports Academy,18,20,90.0
HE van der Dussen,Wankhede Stadium,4,4,100.0
HF Gurney,MA Chidambaram Stadium,1,5,20.0
HH Gibbs,Barabati Stadium,54,49,110.20408163265304
HH Gibbs,Brabourne Stadium,17,15,113.33333333333333
HH Gibbs,Buffalo Park,0,2,0.0
HH Gibbs,De Beers Diamond Oval,13,13,100.0
HH Gibbs,Dr DY Patil Sports Academy,64,65,98.46153846153847
HH Gibbs,Eden Gardens,116,103,112.62135922330097
HH Gibbs,Feroz Shah Kotla,22,22,100.0
HH Gibbs,Kingsmead,127,99,128.2828282828283
HH Gibbs,M Chinnaswamy Stadium,7,13,53.84615384615385
HH Gibbs,MA Chidambaram Stadium,55,46,119.56521739130434
HH Gibbs,New Wanderers Stadium,107,119,89.91596638655463
HH Gibbs,Newlands,56,33,169.6969696969697
HH Gibbs,Punjab Cricket Association Stadium,44,34,129.41176470588235
HH Gibbs,Rajiv Gandhi International Stadium,67,60,111.66666666666667
HH Gibbs,Sardar Patel Stadium,25,14,178.57142857142858
HH Gibbs,Sawai Mansingh Stadium,19,20,95.0
HH Gibbs,St George's Park,8,10,80.0
HH Gibbs,SuperSport Park,60,54,111.11111111111111
HH Gibbs,Vidarbha Cricket Association Stadium,12,10,120.0
HH Gibbs,Wankhede Stadium,13,24,54.166666666666664
HH Pandya,Arun Jaitley Stadium,80,42,190.47619047619045
HH Pandya,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,66,50,132.0
HH Pandya,Brabourne Stadium,54,36,150.0
HH Pandya,Dr DY Patil Sports Academy,205,150,136.66666666666666
HH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,7,16,43.75
HH Pandya,Dubai International Cricket Stadium,43,25,172.0
HH Pandya,Eden Gardens,186,108,172.22222222222223
HH Pandya,Feroz Shah Kotla,31,17,182.35294117647058
HH Pandya,Green Park,7,8,87.5
HH Pandya,Holkar Cricket Stadium,38,17,223.52941176470588
HH Pandya,M Chinnaswamy Stadium,25,10,250.0
HH Pandya,M.Chinnaswamy Stadium,82,55,149.0909090909091
HH Pandya,MA Chidambaram Stadium,101,81,124.69135802469135
HH Pandya,Maharashtra Cricket Association Stadium,90,63,142.85714285714286
HH Pandya,Narendra Modi Stadium,224,172,130.2325581395349
HH Pandya,Punjab Cricket Association IS Bindra Stadium,43,32,134.375
HH Pandya,Rajiv Gandhi International Stadium,57,62,91.93548387096774
HH Pandya,Sawai Mansingh Stadium,66,32,206.25
HH Pandya,Sharjah Cricket Stadium,50,42,119.04761904761905
HH Pandya,Sheikh Zayed Stadium,190,100,190.0
HH Pandya,Wankhede Stadium,569,385,147.7922077922078
HH Pandya,Zayed Cricket Stadium,50,38,131.57894736842107
HM Amla,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,30,32,93.75
HM Amla,Eden Gardens,25,27,92.5925925925926
HM Amla,Feroz Shah Kotla,19,12,158.33333333333331
HM Amla,Holkar Cricket Stadium,190,124,153.2258064516129
HM Amla,M Chinnaswamy Stadium,10,9,111.11111111111111
HM Amla,Punjab Cricket Association IS Bindra Stadium,238,161,147.82608695652172
HM Amla,Rajiv Gandhi International Stadium,0,1,0.0
HM Amla,Saurashtra Cricket Association Stadium,65,40,162.5
HR Shokeen,Dr DY Patil Sports Academy,25,25,100.0
HR Shokeen,M Chinnaswamy Stadium,5,3,166.66666666666669
HR Shokeen,MA Chidambaram Stadium,0,1,0.0
HR Shokeen,Wankhede Stadium,36,36,100.0
HV Patel,Arun Jaitley Stadium,60,33,181.8181818181818
HV Patel,Brabourne Stadium,15,15,100.0
HV Patel,Dr DY Patil Sports Academy,10,7,142.85714285714286
HV Patel,Dubai International Cricket Stadium,5,9,55.55555555555556
HV Patel,Eden Gardens,9,6,150.0
HV Patel,JSCA International Stadium Complex,2,2,100.0
HV Patel,M Chinnaswamy Stadium,25,22,113.63636363636364
HV Patel,MA Chidambaram Stadium,4,4,100.0
HV Patel,Maharashtra Cricket Association Stadium,8,11,72.72727272727273
HV Patel,Narendra Modi Stadium,32,15,213.33333333333334
HV Patel,Punjab Cricket Association IS Bindra Stadium,0,2,0.0
HV Patel,Rajiv Gandhi International Stadium,5,5,100.0
HV Patel,Sharjah Cricket Stadium,28,27,103.7037037037037
HV Patel,Wankhede Stadium,15,14,107.14285714285714
HV Patel,Zayed Cricket Stadium,12,10,120.0
Harbhajan Singh,Brabourne Stadium,20,15,133.33333333333331
Harbhajan Singh,Buffalo Park,16,13,123.07692307692308
Harbhajan Singh,Dr DY Patil Sports Academy,59,21,280.9523809523809
Harbhajan Singh,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,35,32,109.375
Harbhajan Singh,Dubai International Cricket Stadium,9,13,69.23076923076923
Harbhajan Singh,Eden Gardens,63,46,136.95652173913044
Harbhajan Singh,Feroz Shah Kotla,24,27,88.88888888888889
Harbhajan Singh,Green Park,3,5,60.0
Harbhajan Singh,Himachal Pradesh Cricket Association Stadium,5,8,62.5
Harbhajan Singh,Kingsmead,33,21,157.14285714285714
Harbhajan Singh,M Chinnaswamy Stadium,2,6,33.33333333333333
Harbhajan Singh,MA Chidambaram Stadium,100,71,140.8450704225352
Harbhajan Singh,Maharashtra Cricket Association Stadium,19,21,90.47619047619048
Harbhajan Singh,Newlands,4,2,200.0
Harbhajan Singh,Punjab Cricket Association Stadium,21,17,123.52941176470588
Harbhajan Singh,Rajiv Gandhi International Stadium,2,6,33.33333333333333
Harbhajan Singh,Sawai Mansingh Stadium,11,8,137.5
Harbhajan Singh,Sharjah Cricket Stadium,10,5,200.0
Harbhajan Singh,Sheikh Zayed Stadium,0,2,0.0
Harbhajan Singh,St George's Park,19,9,211.11111111111111
Harbhajan Singh,Subrata Roy Sahara Stadium,4,4,100.0
Harbhajan Singh,SuperSport Park,12,8,150.0
Harbhajan Singh,Wankhede Stadium,362,238,152.10084033613444
Harmeet Singh,Dr DY Patil Sports Academy,0,1,0.0
Harmeet Singh,Eden Gardens,14,6,233.33333333333334
Harmeet Singh,Punjab Cricket Association Stadium,3,4,75.0
Harmeet Singh,Sawai Mansingh Stadium,1,1,100.0
Harpreet Brar,Arun Jaitley Stadium,22,17,129.41176470588235
Harpreet Brar,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,6,4,150.0
Harpreet Brar,Brabourne Stadium,7,5,140.0
